19454415772
0, 12, 18, 3, 1, 3, 8, 2, 514
1, 18, 12, 1, 3, 2, 1, 3, 514
2, 13, 17, 4, 2, 3, 8, 3, 514
3, 19, 11, 3, 1, 0, 1, 3, 514
4, 15, 15, 1, 3, 2, 1, 3, 513
5, 12, 18, 1, 3, 2, 1, 4, 514
6, 14, 16, 4, 1, 0, 1, 4, 512
7, 19, 11, 4, 1, 0, 1, 3, 514
8, 14, 16, 3, 2, 0, 1, 3, 514
9, 18, 12, 5, 0, 2, 8, 1, 514
10, 15, 15, 3, 1, 0, 8, 2, 512
11, 10, 20, 3, 2, 3, 0, 2, 514
12, 22, 8, 5, 0, 2, 8, 1, 514
13, 18, 12, 5, 0, 2, 8, 1, 513
14, 19, 11, 5, 2, 0, 1, 3, 511
15, 14, 16, 5, 0, 1, 8, 2, 512
16, 18, 12, 5, 0, 2, 8, 2, 514
17, 18, 12, 2, 3, 2, 1, 3, 514
18, 20, 10, 6, 0, 1, 8, 1, 514
19, 14, 16, 6, 0, 1, 8, 2, 514
20, 21, 9, 2, 3, 2, 1, 3, 512
21, 22, 8, 4, 2, 1, 1, 2, 512
22, 18, 12, 6, 0, 1, 8, 3, 513
23, 20, 10, 5, 2, 0, 1, 3, 511
24, 20, 10, 4, 2, 1, 1, 3, 514
25, 10, 20, 2, 3, 3, 0, 2, 514
26, 23, 7, 4, 1, 1, 8, 2, 513
27, 24, 6, 2, 3, 3, 8, 2, 514
28, 19, 11, 4, 2, 1, 0, 2, 514
29, 22, 8, 2, 3, 3, 8, 2, 514
30, 20, 10, 6, 0, 1, 8, 2, 514
31, 22, 8, 2, 3, 3, 0, 2, 514
