19454415881
0, 12, 18, 2, 3, 1, 8, 3, 514
1, 10, 20, 4, 2, 1, 0, 3, 514
2, 7, 23, 3, 2, 3, 0, 4, 514
3, 11, 19, 5, 0, 1, 0, 4, 514
4, 14, 16, 5, 0, 1, 8, 3, 514
5, 20, 10, 1, 3, 3, 1, 4, 512
6, 20, 10, 6, 0, 1, 8, 1, 513
7, 14, 16, 3, 1, 2, 8, 2, 514
8, 13, 17, 5, 0, 2, 8, 3, 514
9, 18, 12, 1, 3, 3, 0, 1, 514
10, 14, 16, 2, 3, 1, 8, 3, 514
11, 20, 10, 4, 1, 2, 0, 1, 514
12, 18, 12, 1, 3, 3, 0, 3, 513
13, 14, 16, 3, 2, 1, 0, 2, 514
14, 13, 17, 5, 0, 1, 1, 4, 514
15, 19, 11, 6, 0, 3, 0, 2, 514
16, 20, 10, 4, 2, 1, 0, 2, 513
17, 13, 17, 5, 0, 3, 8, 3, 513
18, 21, 9, 3, 1, 2, 0, 2, 513
19, 14, 16, 6, 0, 3, 8, 2, 514
20, 21, 9, 4, 2, 1, 0, 1, 513
21, 18, 12, 5, 1, 0, 8, 2, 512
22, 21, 9, 3, 1, 2, 0, 2, 513
23, 19, 11, 4, 1, 1, 0, 3, 514
24, 25, 5, 5, 0, 3, 8, 1, 512
25, 23, 7, 2, 3, 3, 1, 2, 513
26, 19, 11, 3, 1, 2, 8, 3, 514
27, 21, 9, 4, 1, 1, 0, 2, 514
28, 20, 10, 4, 2, 1, 8, 2, 514
29, 26, 4, 5, 1, 0, 0, 1, 512
30, 22, 8, 4, 1, 2, 8, 2, 513
31, 18, 12, 4, 1, 3, 8, 2, 514
