19454406542
0, 14, 16, 6, 0, 0, 1, 5, 514
1, 19, 11, 5, 0, 0, 8, 2, 514
2, 23, 7, 6, 0, 2, 8, 1, 511
3, 19, 11, 1, 3, 1, 0, 2, 514
4, 13, 17, 3, 1, 2, 0, 3, 514
5, 13, 17, 5, 0, 0, 8, 3, 514
6, 12, 18, 1, 3, 1, 1, 4, 514
7, 13, 17, 1, 3, 1, 8, 3, 514
8, 19, 11, 5, 0, 0, 8, 2, 514
9, 21, 9, 4, 2, 0, 8, 2, 510
10, 18, 12, 1, 3, 2, 8, 3, 514
11, 13, 17, 5, 0, 2, 1, 4, 513
12, 21, 9, 2, 3, 2, 0, 2, 514
13, 14, 16, 6, 0, 1, 8, 3, 514
14, 21, 9, 2, 3, 1, 8, 1, 513
15, 14, 16, 3, 1, 0, 8, 3, 514
16, 20, 10, 3, 1, 3, 0, 2, 513
17, 13, 17, 6, 0, 1, 8, 3, 513
18, 18, 12, 2, 3, 1, 8, 3, 514
19, 21, 9, 3, 2, 3, 0, 2, 514
20, 20, 10, 6, 0, 1, 0, 2, 514
21, 22, 8, 4, 2, 1, 0, 2, 514
22, 20, 10, 4, 1, 2, 0, 2, 514
23, 20, 10, 2, 3, 3, 0, 3, 514
24, 21, 9, 5, 0, 2, 0, 2, 513
25, 25, 5, 3, 2, 1, 8, 2, 514
26, 11, 19, 4, 1, 2, 0, 4, 514
27, 27, 3, 3, 1, 2, 0, 1, 511
28, 22, 8, 5, 0, 2, 8, 2, 513
29, 21, 9, 3, 2, 1, 8, 2, 513
30, 18, 12, 3, 2, 3, 8, 3, 514
31, 14, 16, 1, 3, 3, 0, 2, 512
