19454415901
0, 18, 12, 3, 1, 1, 8, 1, 514
1, 9, 21, 4, 1, 3, 1, 3, 512
2, 20, 10, 4, 2, 3, 1, 3, 511
3, 12, 18, 2, 3, 2, 8, 2, 512
4, 11, 19, 5, 0, 0, 1, 4, 514
5, 24, 6, 2, 3, 1, 1, 2, 512
6, 12, 18, 3, 1, 0, 1, 4, 514
7, 14, 16, 5, 0, 2, 1, 3, 509
8, 21, 9, 1, 3, 1, 1, 3, 514
9, 18, 12, 3, 1, 3, 0, 1, 514
10, 20, 10, 6, 0, 1, 1, 3, 514
11, 14, 16, 1, 3, 1, 8, 1, 514
12, 13, 17, 5, 0, 1, 8, 2, 514
13, 9, 21, 1, 3, 2, 1, 3, 514
14, 13, 17, 5, 0, 2, 0, 2, 513
15, 19, 11, 5, 0, 1, 1, 3, 513
16, 21, 9, 3, 1, 3, 8, 1, 513
17, 8, 22, 6, 0, 2, 0, 2, 514
18, 12, 18, 4, 1, 2, 0, 3, 514
19, 14, 16, 1, 3, 3, 8, 1, 514
20, 19, 11, 1, 3, 2, 8, 2, 514
21, 14, 16, 5, 0, 2, 8, 2, 513
22, 20, 10, 2, 3, 1, 8, 2, 512
23, 11, 19, 6, 0, 3, 8, 3, 514
24, 19, 11, 5, 0, 2, 0, 2, 514
25, 14, 16, 4, 2, 1, 8, 2, 512
26, 13, 17, 2, 3, 1, 0, 2, 514
27, 23, 7, 6, 0, 3, 0, 1, 513
28, 18, 12, 3, 1, 3, 0, 3, 514
29, 27, 3, 4, 2, 1, 8, 1, 511
30, 14, 16, 2, 3, 1, 0, 2, 514
31, 23, 7, 1, 3, 3, 8, 2, 513
