19454415011
0, 10, 20, 3, 1, 2, 0, 3, 513
1, 18, 12, 5, 0, 1, 8, 2, 514
2, 13, 17, 4, 1, 0, 0, 2, 513
3, 10, 20, 3, 2, 3, 0, 3, 514
4, 11, 19, 5, 0, 1, 8, 3, 514
5, 24, 6, 2, 3, 1, 0, 1, 511
6, 12, 18, 6, 0, 2, 0, 2, 514
7, 19, 11, 3, 2, 3, 1, 4, 514
8, 21, 9, 2, 3, 1, 8, 1, 514
9, 18, 12, 1, 3, 1, 1, 4, 514
10, 22, 8, 4, 2, 3, 1, 4, 512
11, 19, 11, 4, 1, 2, 1, 4, 512
12, 22, 8, 1, 3, 1, 1, 3, 512
13, 23, 7, 3, 1, 3, 0, 1, 514
14, 20, 10, 3, 2, 3, 1, 4, 514
15, 19, 11, 5, 0, 3, 0, 1, 513
16, 22, 8, 3, 1, 3, 0, 1, 514
17, 13, 17, 3, 1, 3, 0, 3, 514
18, 19, 11, 4, 1, 2, 0, 2, 514
19, 18, 12, 1, 3, 1, 0, 2, 514
20, 14, 16, 3, 1, 3, 0, 2, 513
21, 26, 4, 1, 3, 2, 0, 1, 511
22, 13, 17, 5, 0, 1, 0, 3, 511
23, 22, 8, 5, 0, 3, 1, 3, 513
24, 14, 16, 4, 2, 0, 0, 2, 514
25, 23, 7, 3, 2, 0, 0, 2, 514
26, 12, 18, 6, 0, 1, 0, 3, 513
27, 10, 20, 2, 3, 3, 0, 3, 514
28, 14, 16, 4, 2, 0, 0, 2, 514
29, 20, 10, 3, 2, 0, 1, 2, 514
30, 14, 16, 3, 1, 0, 0, 2, 514
31, 11, 19, 5, 0, 3, 0, 2, 514
