19454415212
0, 23, 7, 2, 2, 3, 1, 3, 513
1, 20, 10, 1, 3, 0, 1, 3, 513
2, 18, 12, 2, 3, 2, 1, 4, 514
3, 13, 17, 2, 3, 2, 1, 4, 514
4, 23, 7, 2, 3, 0, 1, 2, 514
5, 15, 15, 5, 0, 0, 0, 0, 0
6, 15, 15, 5, 0, 0, 1, 4, 514
7, 14, 16, 1, 3, 0, 0, 1, 513
8, 12, 18, 5, 0, 0, 8, 2, 514
9, 12, 18, 2, 3, 2, 0, 2, 514
10, 20, 10, 5, 0, 0, 0, 1, 511
11, 14, 16, 5, 0, 0, 0, 2, 513
12, 18, 12, 5, 0, 0, 8, 1, 513
13, 19, 11, 2, 3, 2, 1, 4, 514
14, 14, 16, 4, 2, 3, 0, 2, 512
15, 27, 3, 1, 3, 1, 1, 3, 509
16, 20, 10, 4, 1, 2, 0, 2, 514
17, 19, 11, 6, 0, 0, 0, 1, 514
18, 14, 16, 6, 0, 0, 0, 2, 512
19, 14, 16, 4, 2, 3, 0, 2, 514
20, 12, 18, 6, 0, 0, 0, 2, 514
21, 19, 11, 4, 1, 3, 8, 1, 512
22, 12, 18, 3, 2, 1, 8, 2, 514
23, 8, 22, 6, 0, 0, 0, 3, 514
24, 19, 11, 2, 3, 1, 1, 2, 514
25, 10, 20, 3, 2, 0, 8, 2, 513
26, 20, 10, 1, 3, 2, 0, 3, 514
27, 12, 18, 1, 3, 2, 0, 3, 514
28, 10, 20, 4, 1, 3, 0, 2, 514
29, 16, 14, 3, 2, 0, 8, 1, 514
30, 28, 2, 1, 3, 2, 8, 2, 514
31, 19, 11, 1, 3, 2, 8, 2, 514
