cluster_id	drift_ptp
0	1.0525318296260195
1	0.9950035285892795
2	1.3554111517558427
3	0.4215233793064215
4	1.9412046825093086
5	0.9278842807498648
6	2.0845212710740384
7	1.1910619494511252
8	1.1164795046677582
9	1.3958520841292454
