cluster_id	drift_mad
0	0.4219916010599235
1	0.26177428351169285
2	0.567367226206995
3	0.11257974000194224
4	0.5567317587611456
5	0.18614796718154308
6	0.385204440477969
7	0.48525835556719416
8	0.4779196764241064
9	0.6328098270811437
