cluster_id	drift_std
0	0.4246526040772673
1	0.3449319351589889
2	0.5417361946439431
3	0.14627666094151193
4	0.6882799408559642
5	0.3148117686032978
6	0.7538199604654424
7	0.45264926936051286
8	0.4407739575416932
9	0.5610949100502461
