19454415652
0, 24, 6, 5, 0, 0, 8, 1, 512
1, 10, 20, 3, 1, 2, 8, 3, 514
2, 15, 15, 1, 3, 1, 8, 3, 514
3, 11, 19, 4, 1, 0, 0, 4, 514
4, 14, 16, 2, 3, 1, 1, 4, 512
5, 15, 15, 5, 0, 2, 8, 2, 512
6, 20, 10, 2, 3, 1, 1, 4, 514
7, 12, 18, 4, 1, 0, 0, 3, 512
8, 18, 12, 2, 3, 2, 8, 3, 513
9, 17, 13, 6, 0, 1, 8, 2, 514
10, 20, 10, 2, 3, 1, 8, 2, 512
11, 20, 10, 2, 3, 1, 8, 1, 513
12, 22, 8, 4, 2, 0, 8, 1, 511
13, 21, 9, 3, 2, 0, 8, 1, 514
14, 22, 8, 3, 1, 0, 8, 1, 514
15, 21, 9, 3, 1, 0, 8, 1, 513
16, 20, 10, 3, 1, 2, 1, 3, 514
17, 21, 9, 5, 0, 1, 8, 1, 511
18, 21, 9, 2, 3, 3, 1, 3, 514
19, 19, 11, 3, 1, 0, 8, 3, 512
20, 17, 13, 1, 3, 2, 8, 3, 514
21, 14, 16, 1, 3, 3, 0, 2, 514
22, 20, 10, 2, 3, 3, 8, 2, 514
23, 13, 17, 6, 0, 2, 0, 3, 514
24, 26, 4, 3, 2, 0, 8, 1, 513
25, 18, 12, 3, 1, 3, 8, 1, 514
26, 21, 9, 4, 1, 2, 8, 3, 511
27, 18, 12, 6, 0, 2, 8, 2, 513
28, 21, 9, 5, 0, 1, 0, 2, 512
29, 22, 8, 1, 3, 3, 8, 1, 513
30, 21, 9, 4, 1, 2, 0, 2, 514
31, 19, 11, 1, 3, 3, 8, 2, 514
